2,3,9													
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	EN	CEN	JP	CDE
vo_eny_eny_	general_	detect_player_proximity_01	vo_eny_eny_general_detect_player_proximity_01	omuk	hambo	General	suspicious	senses a nearby player character	Kỳ lạ thật…nó cảm giác như…	Strange, it feels like…	4		0
vo_eny_eny_	general_	detect_player_proximity_02	vo_eny_eny_general_detect_player_proximity_02	omuk	hambo	General	suspicious	senses a nearby player character	Chờ đã…có ai đó…	Wait…is someone…	2		0
vo_eny_eny_	general_	detect_player_proximity_03	vo_eny_eny_general_detect_player_proximity_03	omuk	hambo	General	suspicious	senses a nearby player character	Tao chắc chắn có ai đó ở đây…	Someone is skulking about…	4		0
vo_eny_eny_	general_	detect_sake_00	vo_eny_eny_general_detect_sake_00	omuk		General	dismissive	spots the sake bottle	Sa kê, hm? …Mình có rồi.	Sake, hm? …I have my own.	6		0
vo_eny_eny_	general_	detect_sake_01	vo_eny_eny_general_detect_sake_01	omuk		General	dismissive	spots the sake bottle	Sa kê? …hrm, loại cùi bắp ấy mà.	Sake? Hrm…low quality swill.	4		0
vo_eny_eny_	general_	detect_sake_02	vo_eny_eny_general_detect_sake_02	omuk		General	dismissive	spots the sake bottle	Heh, chỉ xứng đáng với lũ bần nông.	Only a peasant would bow down for sake.	8		0
vo_eny_eny_	general_	detect_tanuki_00	vo_eny_eny_general_detect_tanuki_00	omuk		General	dismissive	sees the tanuki	Con vật thối. Mày không thể lừa được tao.	Filthy creature. You can't fool me.	6		0
vo_eny_eny_	general_	detect_tanuki_01	vo_eny_eny_general_detect_tanuki_01	omuk		General	dismissive	sees the tanuki	Hah! Mày đang dọa tao hả?	Hah! Is this supposed to scare me?	7		0
vo_eny_eny_	general_	detect_trap_00	vo_eny_eny_general_detect_trap_00	omuk	hambo	General	with contempt	spots the trap on the floor and breaks it	Eh? Thứ này không hiệu quả với mình…	Eh? That will not work…	5		0
vo_eny_eny_	general_	detect_trap_01	vo_eny_eny_general_detect_trap_01	omuk	hambo	General	with contempt	spots the trap on the floor and breaks it	Hah! Mày đang khiến tao trở thành thằng ngốc ư!	Hah! You must take me for a fool!	8		0
vo_eny_eny_	general_	detect_trap_02	vo_eny_eny_general_detect_trap_02	omuk	hambo	General	with contempt	spots the trap on the floor and breaks it	Tao sẽ nghiền nát thứ này.	I will crush this little plaything.	6		0
vo_eny_eny_	general_	detect_unconscious_male_00	vo_eny_eny_general_detect_unconscious_male_00	omuk		General	displeased	sees unconcious person	Anh ta bất tỉnh.	He is unconscious.	3		0
vo_eny_eny_	general_	detect_unconscious_male_01	vo_eny_eny_general_detect_unconscious_male_01	omuk		General	displeased	sees unconcious person	Anh ta bị đánh!	He's been hit!	3		0
vo_eny_eny_	general_	detect_unconscious_male_02	vo_eny_eny_general_detect_unconscious_male_02	omuk		General	displeased	sees unconcious person	Anh ta bị tấn công.	He's been attacked.	3		0
vo_eny_eny_	general_	detect_unconscious_neutral_00	vo_eny_eny_general_detect_unconscious_neutral_00	omuk		General	displeased	sees unconcious person	Chuyện gì đã xảy ra?	What happened?	2		0
vo_eny_eny_	general_	detect_unconscious_neutral_01	vo_eny_eny_general_detect_unconscious_neutral_01	omuk		General	displeased	sees unconcious person	Ngươi! Ai đã đánh ngươi?	You! Who attacked you?	4		0
vo_eny_eny_	general_	detect_unconscious_neutral_02	vo_eny_eny_general_detect_unconscious_neutral_02	omuk		General	displeased	sees unconcious person	Đứng lên!	Stand up!	2		0
vo_eny_eny_	general_	friend_missing_male_00	vo_eny_eny_general_friend_missing_male_00	omuk	hambo	General	displeased	his partner is missing	Sao cô ấy bắt mình phải chờ nhỉ!	How dare he leave his post!	6		0
vo_eny_eny_	general_	friend_missing_male_01	vo_eny_eny_general_friend_missing_male_01	omuk	hambo	General	displeased	his partner is missing	Anh ta đâu rồi?	Where is he?!	3		0
vo_eny_eny_	general_	friend_missing_male_02	vo_eny_eny_general_friend_missing_male_02	omuk	hambo	General	displeased	his partner is missing	Anh ta bị mất tích!	He is missing!	3		0
vo_eny_eny_	general_	friend_wakeup_00	vo_eny_eny_general_friend_wakeup_00	omuk	hambo	General	urgent	wakes unconcious person	Hey! Dậy đi!	Hey! Wake up!	3		0
vo_eny_eny_	general_	friend_wakeup_01	vo_eny_eny_general_friend_wakeup_01	omuk	hambo	General	urgent	wakes unconcious person	Dậy ngay!	Get up!	2		0
vo_eny_eny_	general_	friend_wakeup_02	vo_eny_eny_general_friend_wakeup_02	omuk	hambo	General	urgent	wakes unconcious person	Có sao không?	You all right?	3		0
vo_eny_eny_	general_	friend_wakeup_03	vo_eny_eny_general_friend_wakeup_03	omuk	hambo	General	urgent	wakes unconcious person	Có chuyện khỉ gì vậy?	What happened to you?	4		0
vo_eny_eny_	general_	friend_wakeup_04	vo_eny_eny_general_friend_wakeup_04	omuk	hambo	General	urgent	wakes unconcious person	Đứng dậy!	On your feet!	3		0
vo_eny_eny_	general_	hear_noise_00	vo_eny_eny_general_hear_noise_00	omuk	hambo	General	suspicious	hears strange noise	Huh?!	Huh?!	1		0
vo_eny_eny_	general_	hear_noise_01	vo_eny_eny_general_hear_noise_01	omuk	hambo	General	suspicious	hears strange noise	Cái gì thế?	What was that?	3		0
vo_eny_eny_	general_	hear_noise_02	vo_eny_eny_general_hear_noise_02	omuk	hambo	General	suspicious	hears strange noise	Mình nghe thấy gì đó…	I heard something…	3		0
vo_eny_eny_	general_	hear_noise_03	vo_eny_eny_general_hear_noise_03	omuk	hambo	General	suspicious	hears strange noise	Tiếng động lớn…	Strange sound…	2		0
vo_eny_eny_	general_	hear_noise_04	vo_eny_eny_general_hear_noise_04	omuk	hambo	General	suspicious	hears strange noise	Đó là…tiếng ồn…	That noise…	2		0
vo_eny_eny_	general_	hear_noise_directhit_00	vo_eny_eny_general_hear_noise_directhit_00	omuk		General	anger	is hit by stone	Hrm! Sao mày dám, đồ hèn!	Hrm! How dare you, coward?!	5		0
vo_eny_eny_	general_	hear_noise_directhit_01	vo_eny_eny_general_hear_noise_directhit_01	omuk		General	contempt	is hit by stone	Hrm! Mày sẽ phải trả giá!	Hrm! You will suffer for this!	6		0
vo_eny_eny_	general_	hear_noise_directhit_02	vo_eny_eny_general_hear_noise_directhit_02	omuk		General	anger	is hit by stone	Hrm! Mày sẽ phải trả giá đắt!	Hrm! That will cost you dearly!	6		0
vo_eny_eny_	general_	hear_noise_directhit_03	vo_eny_eny_general_hear_noise_directhit_03	omuk		General	contempt	is hit by stone	Hrm! Mày không làm được gì cả, đồ ngu!	Hrm! You have achieved nothing, fool!	6		0
vo_eny_eny_	general_	hear_noise_gunshot_00	vo_eny_eny_general_hear_noise_gunshot_00	omuk		General	alarmed	hears player gunshot	Đây không phải là súng trường. Chúng ở đây!	That was no rifle. They are here!	7		0
vo_eny_eny_	general_	hear_noise_gunshot_01	vo_eny_eny_general_hear_noise_gunshot_01	omuk		General	alarmed	hears player gunshot	Tiếng súng bắn! Chúng ở đây!	Shots fired! They are here!	5		0
vo_eny_eny_	general_	hear_noise_gunshot_02	vo_eny_eny_general_hear_noise_gunshot_02	omuk		General	alarmed	hears player gunshot	Hah! Mày đã tự lộ diện ra rồi!	Hah! You have revealed yourself!	5		0
vo_eny_eny_	general_	hear_noise_human_00	vo_eny_eny_general_hear_noise_human_00	omuk		General	tense	hears human noise	Có ai đó ở đây?	Someone there?	2		0
vo_eny_eny_	general_	hear_noise_human_01	vo_eny_eny_general_hear_noise_human_01	omuk		General	tense	hears human noise	Có ai đó đến đây?	Who goes there?	3		0
vo_eny_eny_	general_	hear_noise_human_02	vo_eny_eny_general_hear_noise_human_02	omuk		General	tense	hears human noise	Tao nghe thấy rồi!	I heard that!	3		0
vo_eny_eny_	general_	hear_noise_human_03	vo_eny_eny_general_hear_noise_human_03	omuk		General	tense	hears human noise	Đứa nào làm ồn?	Who is making noise?	4		0
vo_eny_eny_	general_	hear_noise_human_04	vo_eny_eny_general_hear_noise_human_04	omuk		General	tense	hears human noise	Thằng nào nấp trong bóng tối?	Who hides in the shadows?	5		0
vo_eny_eny_	general_	hear_noise_human_05	vo_eny_eny_general_hear_noise_human_05	omuk		General	tense	hears human noise	Ai đó?	Who is this?	3		0
vo_eny_eny_	general_	hear_noise_too_much_00	vo_eny_eny_general_hear_noise_too_much_00	omuk		General	irritated	irritated by a continuous string of strange noises	Mày đang kiểm tra sự kiên nhẫn của tao hả.	You are testing my patience.	5		0
vo_eny_eny_	general_	hear_noise_too_much_01	vo_eny_eny_general_hear_noise_too_much_01	omuk		General	irritated	irritated by a continuous string of strange noises	Oh, mày sẽ phải trả giá!	You will pay for this.	5		0
vo_eny_eny_	general_	hear_noise_too_much_02	vo_eny_eny_general_hear_noise_too_much_02	omuk		General	irritated	irritated by a continuous string of strange noises	Lộ mặt đi, đồ hèn!	Show yourself, coward!	3		0
vo_eny_eny_	general_	hear_noise_too_much_03	vo_eny_eny_general_hear_noise_too_much_03	omuk		General	irritated	irritated by a continuous string of strange noises	Mày lừa tao chỉ khi mày có thể.	Play your games while you can, fool.	7		0
vo_eny_eny_	general_	ignore_distraction_00	vo_eny_eny_general_ignore_distraction_00	omuk	hambo	General	agressive	ignores player distraction	Mày nghĩ tao ngu lắm hả!	You must think I'm a fool!	6	JAPANESE	1
vo_eny_eny_	general_	ignore_distraction_01	vo_eny_eny_general_ignore_distraction_01	omuk	hambo	General	agressive	ignores player distraction	Hah! Nó không hiệu quả với tao đâu!	Hah! That will not work on me!	7		0
vo_eny_eny_	general_	ignore_distraction_02	vo_eny_eny_general_ignore_distraction_02	omuk	hambo	General	agressive	ignores player distraction	Quá vô lý! Chiến đấu đi!	This is absurd! Fight!	4		0
vo_eny_eny_	general_	investigate_bush_00	vo_eny_eny_general_investigate_bush_00	omuk	hambo	General	agressive	searches bushes for player characters	Ha! Nấp trong bụi cây hả?!	Hah! Hiding in the bushes?!	5		0
vo_eny_eny_	general_	investigate_bush_01	vo_eny_eny_general_investigate_bush_01	omuk	hambo	General	agressive	searches bushes for player characters	Mày không thể trốn tao đâu!	You cannot hide from me!	5		0
vo_eny_eny_	general_	investigate_bush_02	vo_eny_eny_general_investigate_bush_02	omuk	hambo	General	agressive	searches bushes for player characters	Mày không thể lừa được tao!	You cannot fool me!	4		0
vo_eny_eny_	general_	investigate_bush_03	vo_eny_eny_general_investigate_bush_03	omuk	hambo	General	agressive	searches bushes for player characters	Huh? Thu thập thông tin từ bụi cây hả?	Hrm! Crawling through the thicket?	5		0
vo_eny_eny_	general_	investigate_bush_04	vo_eny_eny_general_investigate_bush_04	omuk	hambo	General	agressive	searches bushes for player characters	Bụi cây không thể bảo vệ mày!	The brush will not protect you.	6		0
vo_eny_eny_	general_	investigate_door_00	vo_eny_eny_general_investigate_door_00	omuk	hambo	General	agressive	follows player character inside buildings	Tao sẽ lôi mày ra khỏi đó.	I will drag you out of there.	7		0
vo_eny_eny_	general_	investigate_door_01	vo_eny_eny_general_investigate_door_01	omuk	hambo	General	agressive	follows player character inside buildings	Tao biết mày ở trong đấy!	I know you are inside!	5		0
vo_eny_eny_	general_	investigate_door_02	vo_eny_eny_general_investigate_door_02	omuk	hambo	General	agressive	follows player character inside buildings	Mày nghĩ mày an toàn khi ở đây hả?	You will find no safety inside.	6		0
vo_eny_eny_	general_	investigate_door_03	vo_eny_eny_general_investigate_door_03	omuk	hambo	General	agressive	follows player character inside buildings	Được thôi! Chỗ này sẽ là mộ của mày.	Fine! This will be your grave.	6		0
vo_eny_eny_	general_	investigate_end_00	vo_eny_eny_general_investigate_end_00	omuk	hambo	General	tense	stops investigating area (same as squad solo)	Đây không phải là kết thúc.	This is not over.	4		0
vo_eny_eny_	general_	investigate_end_01	vo_eny_eny_general_investigate_end_01	omuk	hambo	General	tense	stops investigating area (same as squad solo)	Chúng sẽ quay lại.	They will return.	3		0
vo_eny_eny_	general_	investigate_end_02	vo_eny_eny_general_investigate_end_02	omuk	hambo	General	tense	stops investigating area (same as squad solo)	Tao vẫn đang chờ mày, đồ hèn!	I am waiting, cowards!	4		0
vo_eny_eny_	general_	investigate_end_03	vo_eny_eny_general_investigate_end_03	omuk	hambo	General	tense	stops investigating area (same as squad solo)	Đúng, bỏ chạy đi!	Yes, run away!	3		0
vo_eny_eny_	general_	investigate_start_00	vo_eny_eny_general_investigate_start_00	omuk	hambo	General	tense	starts investigating area (same as squad solo)	Mày ở đâu?!	Where are you?!	3		0
vo_eny_eny_	general_	investigate_start_01	vo_eny_eny_general_investigate_start_01	omuk	hambo	General	tense	starts investigating area (same as squad solo)	Hèn nhát!	Cowards!	1		0
vo_eny_eny_	general_	investigate_start_02	vo_eny_eny_general_investigate_start_02	omuk	hambo	General	tense	starts investigating area (same as squad solo)	Tao biết mày ở đây!	I know you're here!	4		0
vo_eny_eny_	general_	investigate_start_03	vo_eny_eny_general_investigate_start_03	omuk	hambo	General	tense	starts investigating area (same as squad solo)	Sẽ chờ đến khi tao tìm thấy mày!	Wait till I find you!	5		0
vo_eny_eny_	general_	investigate_start_04	vo_eny_eny_general_investigate_start_04	omuk	hambo	General	tense	starts investigating area (same as squad solo)	Tiến lên phía trước!	Come forward!	2		0
vo_eny_eny_	general_	knockout_scream_00	vo_eny_eny_general_knockout_scream_00	omuk	hambo	General	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	general_	knockout_scream_01	vo_eny_eny_general_knockout_scream_01	omuk	hambo	General	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	general_	knockout_scream_02	vo_eny_eny_general_knockout_scream_02	omuk	hambo	General	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	general_	regain_consciousness_00	vo_eny_eny_general_regain_consciousness_00	omuk	hambo	General	angry	knocked out, wakes up	…chúng nhảy vào tao.	…they jumped me.	3		0
vo_eny_eny_	general_	regain_consciousness_01	vo_eny_eny_general_regain_consciousness_01	omuk	hambo	General	angry	knocked out, wakes up	…chúng đánh gục tao!	…they knocked me down!	4		0
vo_eny_eny_	general_	regain_consciousness_02	vo_eny_eny_general_regain_consciousness_02	omuk	hambo	General	angry	knocked out, wakes up	…một tấn công hèn nhát!	…a cowardly attack!	3		0
vo_eny_eny_	general_	see_flying_body_00	vo_eny_eny_general_see_flying_body_00	omuk	hambo	General	startled	sees corpse that's thrown into his view by player	Làm thế nào?!	How?!	1		0
vo_eny_eny_	general_	see_flying_body_01	vo_eny_eny_general_see_flying_body_01	omuk	hambo	General	startled	sees corpse that's thrown into his view by player	Ác quỷ!	Demons!	1		0
vo_eny_eny_	general_	see_flying_body_02	vo_eny_eny_general_see_flying_body_02	omuk	hambo	General	startled	sees corpse that's thrown into his view by player	Kẻ giết người man rợ!	Honorless killers!	2		0
vo_eny_eny_	general_	see_flying_object_00	vo_eny_eny_general_see_flying_object_00	omuk	hambo	General	agressive	sees object that's thrown into his view by player	Cái…gì thế này?!	What's this?!	2		0
vo_eny_eny_	general_	see_flying_object_01	vo_eny_eny_general_see_flying_object_01	omuk	hambo	General	agressive	sees object that's thrown into his view by player	Ai đã làm?!	Who did that?!	3		0
vo_eny_eny_	general_	see_flying_object_02	vo_eny_eny_general_see_flying_object_02	omuk	hambo	General	agressive	sees object that's thrown into his view by player	Đây là một phần trong kế hoạch điên rồ của chúng ư?!	Is this madness part of their plan?!	7		0
vo_eny_eny_	general_	see_something_00	vo_eny_eny_general_see_something_00	omuk	hambo	General	suspicious	sees something strange	Cái gì?	W…what?!	1		0
vo_eny_eny_	general_	see_something_01	vo_eny_eny_general_see_something_01	omuk	hambo	General	suspicious	sees something strange	Hrm?	Hrm?	1		0
vo_eny_eny_	general_	see_something_02	vo_eny_eny_general_see_something_02	omuk	hambo	General	suspicious	sees something strange	Cái…gì…	Is…is that…	2		0
vo_eny_eny_	general_	see_something_03	vo_eny_eny_general_see_something_03	omuk	hambo	General	suspicious	sees something strange	Có gì đó…	Something…	1		0
vo_eny_eny_	general_	see_something_04	vo_eny_eny_general_see_something_04	omuk	hambo	General	suspicious	sees something strange	Hrm?!	Hrm?!	1		0
vo_eny_eny_	general_	stun_end_00	vo_eny_eny_general_stun_end_00	omuk		General	enraged	stands up after stun	…hỏa lực?! Lũ hèn nhát!	…firearms?! Cowards!	2		0
vo_eny_eny_	general_	stun_end_01	vo_eny_eny_general_stun_end_01	omuk		General	enraged	stands up after stun	…thằng ngu! Tao sẽ hạ mày!	…you fools! I will break you!	6		0
vo_eny_eny_	general_	stun_end_02	vo_eny_eny_general_stun_end_02	omuk		General	enraged	stands up after stun	Mày bắn tao! Giờ tao sẽ chẻ mày làm đôi!	You shot me! Now I cut you in half!	9		0
vo_eny_eny_	general_	stun_end_03	vo_eny_eny_general_stun_end_03	omuk		General	enraged	stands up after stun	…mày nghĩ thứ đó có thể giết được tao hả?!	…you thought that would kill me?!	6		0
vo_eny_eny_	general_	stun_end_04	vo_eny_eny_general_stun_end_04	omuk		General	enraged	stands up after stun	…sát thủ! Đối mặt với tao coi!	…assassins! Face me!	3		0
vo_eny_eny_	general_	stun_scream_00	vo_eny_eny_general_stun_scream_00	omuk		General	surprised	(sound) receives a stunning blow, grunts and drops to his knees			0		0
vo_eny_eny_	general_	stun_scream_01	vo_eny_eny_general_stun_scream_01	omuk		General	surprised	(sound) receives a stunning blow, grunts and drops to his knees			0		0
vo_eny_eny_	general_	stun_scream_02	vo_eny_eny_general_stun_scream_02	omuk		General	surprised	(sound) receives a stunning blow, grunts and drops to his knees			0		0
vo_eny_eny_	general_	stun_scream_03	vo_eny_eny_general_stun_scream_03	omuk		General	surprised	receives a stunning blow, grunts and drops to his knees	…agh…mày…	…agh…you…	1		0
vo_eny_eny_	general_	stun_scream_04	vo_eny_eny_general_stun_scream_04	omuk		General	surprised	receives a stunning blow, grunts and drops to his knees	…ugh…hèn nhát!…	…ugh…cowards!…	1		0
													
									WORDCOUNT EN:	WORDCOUNT EN:	429	WORDCOUNT DE:	1
